Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
0.461,1.331,-0.107,-1.106,-1.617,-3.932,1.096,-1.309,-2.362,-1.445,-1.149,-1.81,1.608,1.911,-1.127,-1.066,-0.324,0.784,0.781,-1.186,-1.346,-0.361,-0.958,-0.102,-1.266,0.18,-1.277,-0.812,0.141,-0.285,-2.226,-1.204,-0.297,-0.697,-1.052,0.449,-0.859,1.071,-0.299,-0.407,0.07,-1.447,-0.814,1.553,-1.721,-1.105,-0.073,0.477,0.889,1.124,0.693,0.4,-1.786,-0.969,0.564,-3.334,1.05,0.718,-0.269,0.453,-0.232,-0.278,-0.449,0.954,-0.195,-2.229,1.155,0.055,-0.612,-0.19,-0.086,-1.829,0.416,0.712,-0.152,-0.353,-1.106,0.236,0.049,-0.339,0.686,-1.687,2.793,-0.663,0.424,-0.539,0.117,2.026,1.39,0.603,-1.328,-1.591,0.394,-0.443,0.501,-1.086,-0.279,-0.062,1.287,-1.126
-0.244,-0.121,0.519,1.136,0.467,0.557,-0.646,0.671,-0.188,-0.125,-1.248,0.767,0.122,-0.013,1.081,-0.644,-1.29,1.255,-0.686,-0.735,-0.44,2.026,0.78,-0.575,-0.756,1.961,1.799,0.486,-1.284,-0.999,-1.34,1.042,-0.239,0.213,0.039,-0.078,0.229,-0.295,0.2,-0.296,-0.066,0.821,-0.885,1.844,-0.833,-0.739,0.024,-0.324,-0.37,0.502,1.395,-0.856,-0.458,0.019,0.823,-0.052,0.015,0.142,-0.505,0.981,0.231,0.694,-2.368,-0.325,1.906,0.034,0.312,-0.935,0.694,0.969,-0.889,1.435,0.859,-1.3,-1.996,1.247,0.055,-0.163,3.251,0.622,-1.724,-0.137,-0.974,1.393,0.861,-0.329,-0.313,-0.563,-0.329,-1.566,-1.448,-2.231,-0.193,1.483,-1.871,0.659,-0.459,-0.247,0.705,-0.427
0.581,-0.034,0.232,0.744,-0.82,1.039,0.025,0.864,-0.241,0.264,0.485,-0.686,0.204,-2.644,2.204,0.943,1.264,-0.305,-0.931,0.563,-0.675,-1.67,1.391,0.616,0.154,0.366,-1.507,-0.675,-1.187,-0.573,-0.009,-0.799,-0.748,-0.147,-0.816,-0.78,-1.119,-0.374,0.341,0.507,0.673,1.52,-0.788,2.362,1.481,-1.488,0.922,-0.556,1.021,1.636,1.074,0.162,-1.392,2.352,0.356,-0.322,0.473,-0.015,1.233,0.369,0.546,-0.521,-1.269,-0.81,0.347,-1.975,-1.386,-0.464,0.271,-0.417,0.844,0.4,1.853,-2.461,1.027,0.102,0.899,0.162,-0.7,0.737,0.95,-0.802,-0.267,-0.671,-1.468,-0.383,-0.145,0.79,-0.452,1.412,0.804,-1.201,-1.047,-1.773,-0.036,0.187,2.269,0.164,0.086,0.404
-0.679,0.095,1.176,0.151,-0.081,-0.551,0.298,-2.238,0.382,-0.688,-1.644,0.697,0.671,-0.308,-1.418,0.28,0.061,0.357,-0.501,2.128,-0.223,0.576,-0.633,0.152,0.56,-0.914,-0.966,0.138,0.739,0.939,2.265,2.062,0.544,0.725,-1.302,-0.026,0.539,0.299,0.473,1.51,-0.331,0.912,-0.222,-0.579,0.019,-1.848,-2.124,0.863,2.35,-2.074,-0.241,-0.576,0.511,-0.14,0.708,1.67,-1.518,-1.198,0.073,0.103,0.452,0.499,0.768,1.646,-0.154,-0.247,-0.724,-0.002,0.08,-0.214,-1.753,0.644,-0.278,-0.19,-0.68,-1.666,2.383,0.939,1.109,0.724,-1.999,-1.95,-0.472,-0.675,0.706,-1.551,0.98,0.918,-0.037,-0.141,-0.717,0.343,-1.107,-0.763,0.904,1.132,-0.712,-0.585,1.704,0.623
0.4,-0.045,-2.025,-1.217,-1.945,0.116,-1.704,-0.929,-0.955,-1.745,0.993,0.788,-0.353,0.67,0.6,-0.22,0.948,-0.987,0.356,-0.533,1.393,-0.032,-1.092,0.99,-0.452,0.065,0.631,1.507,-0.469,0.599,0.131,0.082,-1.442,2.119,1.594,-0.231,0.063,-0.463,0.044,0.516,0.72,0.192,1.556,0.443,2.166,-0.69,-1.601,0.492,-0.498,-0.676,-0.574,-0.414,-2.124,0.781,0.037,-0.373,0.986,0.319,-0.307,1.099,-1.121,0.63,-0.685,-0.717,-1.129,1.892,-0.771,-1.288,-0.296,1.308,-0.526,2.049,-0.822,-0.869,1.61,-0.007,-0.201,1.466,0.114,1.12,0.207,0.899,-2.239,0.372,-1.95,0.411,-1.193,0.692,0.426,-0.86,0.315,0.699,-0.196,0.74,0.784,-0.948,0.319,1.332,0.836,2.067
0.658,-0.048,0.085,-0.815,1.123,0.71,1.814,-0.109,1.388,0.494,1.574,-0.792,-0.516,-1.096,1.895,-0.601,-1.077,-2.172,-0.604,0.338,0.784,0.763,-0.289,0.208,1.207,-1.248,0.626,-0.456,1.679,-0.086,-0.606,0.156,0.384,0.584,-0.279,-0.013,0.447,0.951,-0.202,0.014,1.122,-0.094,0.535,-0.419,0.225,-0.172,-2.155,-0.218,-0.937,-0.521,-0.076,-0.875,0.267,0.144,-0.641,-0.306,-0.058,-0.183,0.39,1.054,0.243,-1.2,0.613,0.04,0.152,0.183,-0.625,-1.936,2.996,1.561,-0.147,0.083,-2.312,0.864,-0.829,-2.007,1.532,-0.315,0.865,0.012,-0.191,1.469,1.254,0.027,0.838,-1.11,0.531,-0.059,1.855,-0.428,0.681,2.307,0.898,-0.85,0.606,0.652,1.366,-0.37,0.855,0.646
0.497,0.356,0.147,0.613,-1.769,0.232,-1.747,0.276,2.211,0.473,-0.062,2.857,1.236,-0.137,1.546,-0.109,-0.446,0.161,1.429,-1.502,-1.367,-0.299,-1.184,-0.456,-0.675,1.849,1.14,1.009,1.655,0.181,0.059,0.816,1.105,-0.217,0.318,-2.838,-1.152,-1.044,0.487,-0.419,-1.934,-2.204,-0.975,-0.956,1.068,-0.717,-1.801,-0.498,-0.402,1.085,-0.352,0.698,-0.466,-0.268,-0.007,0.649,-0.917,-0.472,-0.988,0.355,0.563,0.521,0.24,0.904,-0.861,-0.194,0.009,0.27,0.793,1.37,-1.167,0.45,1.398,1.354,-0.114,0.827,-1.914,0.164,1.109,-0.584,-1.526,-2.582,0.028,-0.224,-1.102,-0.006,-0.515,0.709,0.81,1.719,0.687,-0.21,0.09,0.231,-0.023,-0.437,2.902,1.66,0.207,0.584
0.782,0.529,1.129,-0.303,1.582,0.174,-0.011,-0.754,0.197,-0.352,0.521,0.333,0.072,0.612,0.155,0.1,0.032,-0.365,-1.284,-0.621,0.907,2.155,0.385,2.449,-0.923,0.149,-0.448,1.829,-0.582,1.138,-0.606,0.093,0.673,0.879,0.518,-1.974,-0.858,-0.794,-1.682,1.498,1.063,0.568,0.38,-0.312,0.987,-0.329,0.429,0.511,1.741,0.349,-1.005,-0.948,-1.164,0.213,-0.405,-1.295,0.384,0.479,-1.166,-0.411,-1.631,1.709,-0.26,-0.862,-0.091,-0.178,-0.598,0.955,0.131,0.561,0.242,1.241,0.008,-1.133,1.114,0.033,-0.584,2.639,0.622,0.621,-0.165,-0.775,0.222,-0.837,1.41,-0.39,-0.373,-0.0,-0.921,-1.606,-0.998,1.153,-0.45,-1.134,-0.874,0.699,1.176,-0.157,0.27,1.499
-0.218,1.614,-1.382,0.301,-1.325,0.936,2.199,-0.964,0.011,-1.353,-1.8,-0.566,-0.335,-0.264,-0.829,-0.433,-2.337,2.164,0.528,-0.096,-0.665,0.584,-0.882,-0.35,0.666,-0.42,-0.019,0.24,0.849,-0.702,-0.483,0.187,-1.519,0.073,-0.004,-0.651,0.31,-0.751,-0.851,-0.646,0.045,-0.028,0.442,-1.071,0.843,0.434,0.395,0.407,-0.515,-0.27,-0.302,-1.578,0.776,1.037,-0.769,-0.005,1.641,0.103,0.891,1.357,-0.513,0.824,0.729,0.586,0.897,-0.069,-0.427,-0.002,-0.085,0.026,1.437,0.846,0.394,-1.121,0.598,-0.126,-2.021,-1.299,1.568,-0.011,-0.084,-0.929,1.728,0.23,0.622,2.104,1.029,1.456,-0.991,-0.361,0.601,0.152,0.269,0.164,0.403,-2.279,-0.747,1.148,-0.115,0.955
-0.26,-0.881,0.693,1.071,-0.776,-0.359,-1.825,2.008,0.171,2.618,0.666,1.489,-1.879,-1.154,-1.137,0.518,-0.215,-1.416,-0.57,-1.547,-0.148,-0.25,0.427,-0.195,-1.035,0.644,0.393,0.546,-1.878,1.56,0.229,-2.105,-0.72,0.565,-0.723,0.004,0.49,-0.535,-1.732,0.142,0.889,-0.166,0.778,-1.414,-0.654,0.232,0.54,-0.602,0.958,-0.216,1.406,-1.449,-0.916,0.223,0.19,-0.047,0.765,-0.339,-1.301,0.089,-0.747,0.052,0.065,0.295,-0.379,0.19,-0.294,0.073,0.455,-1.726,-0.185,0.549,0.563,1.151,-2.051,0.185,0.324,-1.597,0.761,-0.472,0.652,1.818,-1.068,0.277,1.241,-0.212,1.227,1.469,0.481,0.564,-1.906,-0.252,-1.089,0.525,-1.388,0.974,-0.493,1.48,0.437,0.069
-0.843,-0.507,-0.505,1.116,0.141,-1.363,1.102,0.319,-0.857,-1.129,-0.259,1.021,-0.126,-1.361,1.212,0.888,0.274,-1.586,0.127,0.101,0.549,0.79,0.938,0.198,1.071,-0.933,1.895,-0.762,-0.412,0.081,-0.283,0.121,-1.419,-0.35,-0.106,0.076,0.702,1.023,-0.031,-1.079,0.215,0.102,-1.783,1.438,-0.713,0.944,2.99,0.36,0.946,-1.697,0.683,1.136,-0.669,1.176,0.211,-0.188,2.937,-0.116,-1.422,-0.347,0.967,1.708,-0.596,0.799,-0.264,0.349,1.034,0.318,1.22,-0.21,-0.166,0.894,-0.542,-0.735,-0.719,0.068,-1.991,1.191,-2.869,0.108,1.495,0.807,0.031,0.333,-0.565,0.074,0.779,0.407,-0.95,2.257,-1.953,0.54,-0.977,-0.669,-0.08,-0.549,-0.72,-0.629,-1.311,-1.145
1.037,-0.563,1.144,1.181,1.533,1.272,-0.56,0.781,1.034,-0.451,1.379,-0.556,0.193,0.557,-0.051,-0.821,1.386,1.931,2.147,1.229,1.142,-0.505,-1.863,0.825,0.887,-1.159,0.049,1.503,2.424,-0.42,-1.652,2.932,-1.681,-1.599,-0.139,0.912,-0.299,-2.904,0.352,-0.221,1.154,1.217,0.089,0.401,-0.411,0.409,0.626,-1.089,-0.253,0.009,-1.601,1.341,-1.021,-0.064,0.658,0.632,0.396,-2.212,1.003,-0.811,-1.196,0.627,-1.918,-0.833,1.224,-0.021,1.348,0.261,0.791,-1.397,-0.849,0.947,1.4,1.398,-0.976,0.658,1.285,-0.082,2.16,-0.926,0.218,0.889,1.501,0.113,0.799,-0.569,-1.419,1.715,-0.52,0.042,-0.296,-0.108,1.164,0.338,-0.645,-0.054,0.775,-0.03,-1.751,1.798
0.914,-0.13,-0.316,-0.657,1.17,0.09,-0.839,0.109,0.156,-1.899,0.154,0.407,-1.182,1.303,-0.872,0.145,0.196,-0.851,0.62,0.21,-1.814,-1.807,1.323,-0.609,0.767,2.201,-0.9,-1.129,1.568,0.098,0.256,-0.71,-0.993,0.093,-0.576,-0.642,1.178,1.598,-0.412,-0.965,0.417,0.14,-0.072,-0.661,-0.235,1.007,0.845,0.73,-0.377,-0.296,0.51,-0.145,0.313,0.295,0.253,0.391,0.673,0.454,1.787,1.776,0.206,-1.767,0.201,-1.548,-2.309,-0.818,-1.976,-0.732,-0.463,-0.62,-0.634,-0.08,-1.621,-0.761,0.885,-2.152,1.567,-0.019,2.494,-0.51,1.586,0.845,0.463,-0.837,0.842,-0.068,-0.099,-0.64,0.116,-0.71,0.322,0.923,-0.361,-0.814,-1.439,1.385,-1.569,0.335,-0.711,1.084
0.206,2.995,-0.233,0.846,0.82,-0.57,0.352,0.045,-0.889,0.166,0.838,-0.858,-0.402,1.679,-2.033,0.047,-0.212,-0.401,-0.412,-0.59,-0.531,-2.388,1.379,-0.36,-0.543,1.424,0.151,0.222,-1.548,0.135,-0.975,1.326,-0.034,-1.471,-0.131,0.503,0.851,-0.537,0.486,-0.183,-2.614,-0.499,0.375,0.759,-1.683,0.524,0.529,0.619,-0.665,0.444,-1.644,-1.259,1.26,0.117,-0.734,-1.041,0.818,-0.601,0.078,1.504,-0.903,-0.095,1.347,-2.045,0.138,0.333,0.453,-0.735,0.338,0.412,-0.185,-0.313,0.071,-0.209,-1.949,-2.063,0.316,-1.524,-0.958,-0.6,0.248,1.16,-1.478,-2.579,-0.62,0.29,2.027,-0.871,-0.795,-1.154,2.033,0.06,-1.759,-1.32,-0.051,-0.107,-0.637,-1.019,1.503,-0.853
-0.819,-0.466,-0.283,0.059,0.139,1.259,-1.295,0.714,-0.427,0.553,-0.003,-0.072,-0.279,-1.126,0.779,-2.064,0.043,-0.019,-1.085,-1.089,-0.807,1.294,0.099,-2.987,0.609,-0.315,1.437,0.46,-1.671,-0.072,0.892,-0.038,1.98,0.387,0.823,-0.081,0.095,0.689,1.03,-0.255,-1.556,-1.171,0.355,-0.916,1.292,-2.069,0.944,-1.541,-0.527,0.458,0.239,1.239,0.185,-1.352,0.451,0.194,0.191,0.01,-0.234,0.185,-0.001,0.154,-1.167,0.162,0.104,0.914,1.763,0.248,-0.067,1.06,-2.435,-1.232,0.959,-0.819,0.378,-0.318,-1.225,2.725,0.093,-0.127,-1.072,-0.295,-0.711,-0.646,-0.599,0.383,0.901,-0.354,0.634,0.618,0.931,-2.044,1.342,-0.132,0.07,-0.68,1.319,0.67,-0.769,0.597
-1.41,-1.405,-0.73,-2.77,-0.656,0.516,-0.321,-0.609,-0.028,-0.458,0.079,-1.54,-0.227,-1.127,1.066,-0.417,-0.447,-0.503,-0.171,-0.847,2.139,0.244,0.871,0.814,-2.112,-1.158,0.087,-1.817,0.563,0.395,0.418,0.322,0.095,-0.0,-0.542,-0.673,-0.024,-0.573,0.486,-0.136,-0.987,0.182,-0.765,-0.868,0.58,-0.029,-1.91,0.028,0.957,0.75,-0.402,-0.382,0.707,0.115,-0.573,0.054,0.345,-0.319,0.797,-0.177,-0.243,-0.169,-0.152,-0.712,0.653,-1.2,0.329,1.765,0.921,-0.28,-1.222,-2.427,-1.49,-0.147,0.075,1.218,-1.818,-0.102,1.658,0.457,0.375,1.387,0.928,1.59,0.144,0.044,0.243,0.194,0.527,0.075,-0.156,-0.661,-2.098,-1.255,1.777,0.853,0.424,-1.929,-0.146,0.132
0.491,-1.156,-0.374,1.862,-0.788,-0.605,-0.104,-1.251,-0.474,0.101,0.827,-0.617,-0.072,0.412,-1.138,-0.469,0.088,0.205,-0.179,-1.493,-0.633,-0.116,-0.948,0.203,-1.392,0.659,-0.203,-1.368,-0.297,-2.414,1.065,-0.041,-1.206,-0.186,1.769,-1.059,0.569,0.033,1.892,-0.21,-0.386,0.38,-0.617,0.938,1.779,-2.266,-0.422,-1.086,1.668,0.874,-0.414,1.358,0.175,0.097,0.248,-1.54,0.954,-0.609,0.733,0.901,-0.249,-1.168,0.027,0.706,-0.702,-0.984,0.159,-3.321,0.792,-0.909,0.115,-0.054,-0.643,0.143,-0.632,-0.803,0.003,-0.821,-0.09,-1.168,-0.579,0.631,-1.728,-1.743,0.838,1.529,-1.514,0.271,-0.1,-1.189,2.871,1.097,0.786,1.141,-1.02,0.919,-0.247,-0.524,0.707,-0.266
0.787,-0.693,0.486,0.412,-1.453,-0.129,0.016,0.268,-1.827,-1.57,1.161,-0.477,-0.099,-0.083,-2.131,-0.253,1.723,0.839,-2.379,0.215,-0.029,-1.376,-0.814,0.569,-0.008,-0.474,2.616,1.372,-0.04,-0.112,-2.352,0.654,-0.096,-0.011,0.03,0.111,-0.633,0.081,-0.634,1.583,0.22,-0.282,-0.733,-2.136,0.133,1.49,0.203,1.457,-0.931,-1.211,1.167,0.983,0.332,0.593,-0.005,0.174,1.531,2.418,0.148,-1.527,-1.819,1.497,0.291,1.788,-0.572,-0.308,-0.428,0.577,0.625,-0.989,2.231,0.764,-0.132,-1.299,0.661,0.149,-1.456,0.313,1.454,0.492,-0.893,-1.484,-0.644,-1.404,0.201,-2.266,1.179,0.094,0.445,-0.277,0.611,-1.151,-0.082,-2.319,0.234,0.631,0.583,-0.084,-0.237,0.533
1.264,0.22,1.076,0.517,-0.602,0.118,1.229,1.219,0.06,0.167,0.498,-0.103,-0.852,0.504,-1.968,0.662,0.654,-0.489,0.994,-0.081,0.724,2.462,0.155,2.014,-1.366,1.644,0.379,2.096,0.187,-1.712,-0.959,0.455,0.413,-1.659,-0.707,-0.231,-0.832,-1.166,0.765,0.916,-0.591,0.775,-0.467,0.029,-0.493,-0.724,0.139,0.202,0.346,0.305,-0.381,0.971,1.449,1.736,1.194,-0.236,1.237,0.55,1.046,-1.28,-1.177,-0.11,0.649,-0.686,0.082,-0.574,-1.172,-1.427,-0.739,1.011,-0.461,0.277,1.513,0.006,-1.571,-1.468,-0.092,0.938,-0.593,-0.163,0.333,-0.135,-1.218,0.245,1.587,1.668,0.88,1.835,1.355,-0.632,-0.826,-0.01,-1.934,-0.058,-1.958,-1.409,-1.616,0.644,0.705,0.782
-1.053,1.743,-0.376,-1.074,-0.556,0.124,-0.685,0.034,0.426,-0.037,-0.642,-0.304,-1.321,-0.317,-0.443,-0.079,-0.604,0.89,0.427,-0.161,-1.317,0.192,-0.217,1.338,-0.881,-0.636,0.295,0.682,-0.708,0.834,0.733,0.507,-1.401,-1.554,0.693,-0.31,1.518,0.854,1.167,0.042,-1.056,0.046,-0.065,-1.67,-0.27,1.606,0.678,0.258,2.078,-0.471,-1.218,-0.107,-1.593,-0.164,-0.616,0.681,-0.275,-0.872,-1.204,-0.566,-0.156,-0.607,0.866,1.878,-1.814,-0.42,-0.357,0.488,-1.182,1.743,1.533,-0.815,0.22,0.012,-1.216,0.414,0.834,0.475,1.122,-1.314,0.199,1.319,-1.805,-0.306,0.322,0.556,0.231,1.491,1.045,-0.681,0.246,-0.164,-0.371,-1.643,-0.007,0.006,1.029,0.007,-0.738,2.33
0.169,0.714,0.609,1.286,0.757,0.191,-0.23,1.53,0.8,0.862,0.296,-0.81,-0.652,0.234,-0.001,-0.331,0.14,0.82,-0.826,0.973,1.729,-1.284,0.885,2.598,-0.624,0.112,0.845,-0.251,-1.605,0.631,1.148,0.552,1.11,-1.009,1.598,-0.765,-0.049,1.797,1.919,0.611,1.014,-1.174,0.77,0.416,-1.421,0.047,-0.511,0.288,1.19,1.163,0.472,-0.395,3.188,-0.8,1.258,-1.348,-0.205,-0.885,-0.701,-0.437,-0.095,0.519,-0.211,0.221,1.017,0.708,-0.142,0.241,-2.596,-0.013,-0.377,0.375,0.309,1.113,-2.325,1.208,-0.631,-0.244,-0.468,-1.181,-1.206,0.965,0.735,0.505,-1.712,1.3,-0.192,-1.209,-0.043,-0.118,-0.255,-1.914,-0.29,2.247,0.802,-0.525,1.758,-0.953,0.493,-0.475
0.043,-0.551,1.163,1.82,1.199,-0.086,-0.74,0.493,0.527,-0.464,-0.47,-0.74,-0.931,0.786,-0.585,-1.762,0.02,1.86,1.659,1.46,-0.72,-1.495,-0.461,-0.034,-0.199,0.909,-0.123,2.587,-1.319,1.648,-1.1,-0.105,1.622,-0.109,1.197,0.068,1.236,-0.446,0.523,-1.842,-0.222,-0.683,1.205,0.667,0.7,-0.145,-0.918,-0.895,-0.486,-0.028,-1.978,-0.077,1.61,-0.754,-0.673,-2.358,-0.468,-0.434,-0.453,-1.428,0.347,-1.708,-0.075,-1.128,1.75,-1.274,-0.665,-0.665,-1.314,-0.201,-0.105,1.261,0.237,0.919,0.987,-1.187,-0.907,-0.611,0.506,1.056,-0.339,2.104,0.958,-0.796,0.483,-1.418,-0.021,0.157,0.951,2.046,0.031,0.258,-0.008,-0.194,1.017,0.094,-2.064,0.3,-0.527,0.607
1.778,-1.173,0.432,1.227,1.626,-0.874,-0.733,-0.611,-0.33,-0.387,-1.717,-0.081,0.351,0.053,0.171,0.73,0.208,-0.496,0.941,0.861,-1.306,1.066,0.355,0.801,-0.399,-0.581,-0.301,-0.796,0.213,1.816,-1.702,0.717,-0.181,-1.038,-1.629,-1.064,0.315,-0.046,-0.26,0.618,1.887,-0.397,-0.998,1.911,-1.274,0.334,0.082,1.907,0.631,-0.304,1.023,-0.46,0.227,1.764,0.223,0.05,0.303,-1.835,0.374,-0.689,0.174,-1.413,-0.818,-2.277,-0.328,0.602,0.805,-0.327,0.0,-1.299,0.194,-0.546,0.221,1.778,-0.555,0.405,0.865,-0.611,-0.58,0.474,-1.695,-0.039,-0.412,1.689,0.581,-0.331,-1.169,-0.348,-1.091,1.062,0.592,-0.142,-1.802,0.022,1.39,0.423,-0.384,-0.529,-1.14,2.088
-0.805,-0.102,0.114,-0.98,0.192,0.445,-0.498,-0.221,-0.693,0.659,-0.912,0.875,2.142,0.088,1.743,-1.708,0.862,1.687,-0.372,-0.471,1.16,0.538,2.166,1.03,-0.726,-0.802,0.834,0.304,-0.574,0.351,-0.153,1.321,-0.722,0.123,1.074,0.175,0.395,-1.219,0.123,-1.722,1.328,0.223,0.29,1.204,1.456,-0.761,-1.166,-0.66,1.637,1.77,-0.427,0.862,-1.068,1.488,-1.62,-1.317,-0.321,2.705,-0.851,1.373,0.216,0.986,0.068,0.14,1.226,1.064,0.675,0.702,-0.511,-0.879,1.715,-0.45,1.092,1.996,0.174,-1.537,-0.178,0.826,-0.326,-0.216,-0.273,-0.941,0.797,1.081,-0.922,-0.873,-1.035,1.003,-0.323,-2.137,-2.239,-0.825,-0.555,0.524,-0.34,0.77,-0.531,-0.295,-0.111,-0.541
-0.839,1.337,-0.835,0.481,-0.266,0.136,-0.855,-0.625,-1.105,0.331,-0.122,0.081,0.424,-0.127,-0.273,2.359,-1.024,0.538,-1.387,0.407,-2.358,0.117,-1.439,0.796,1.387,1.912,0.689,2.252,-1.179,-1.416,0.944,-1.272,2.954,1.118,0.506,-0.94,0.622,-0.531,-0.047,0.393,-0.712,-1.067,1.689,0.649,-1.035,-1.16,-0.03,-0.793,1.728,-0.434,-0.727,-0.35,0.746,-0.533,2.782,-0.338,2.754,0.475,0.251,0.855,-0.513,0.199,-0.814,0.79,0.221,0.365,0.604,0.873,-2.893,-0.793,0.198,1.841,-1.425,0.225,-0.652,1.347,-1.033,0.332,0.963,-0.046,0.78,0.353,0.951,-1.927,-0.395,-0.131,-0.455,0.356,0.951,-1.427,1.009,-0.96,-0.034,-1.689,-0.111,-0.402,-1.756,-1.241,-0.275,-0.608
1.435,1.978,0.895,-0.066,0.548,0.296,1.743,1.294,0.409,-0.219,0.084,0.272,0.163,0.96,-1.054,0.404,-1.265,0.408,2.1,-0.852,-0.26,-0.315,0.28,-1.091,0.403,0.62,-1.593,0.63,0.446,-0.116,-0.589,-1.369,-1.843,1.724,0.106,-0.365,-0.911,1.819,-0.238,-0.838,0.611,-1.186,2.166,0.108,-1.347,-1.381,0.373,-0.756,0.559,1.033,0.07,0.85,-2.489,0.313,-0.09,-0.602,-0.2,-1.48,1.097,-0.536,0.804,-1.496,-0.314,-0.645,0.343,-0.152,-0.584,1.186,-0.651,-0.76,1.152,-0.503,-1.82,-0.093,0.43,0.642,-1.031,-0.322,0.737,-1.332,1.38,-0.892,1.206,-0.401,-0.045,-1.805,0.674,-0.835,-1.17,-1.859,1.697,0.385,-1.726,0.636,0.239,-0.776,-2.03,1.25,0.94,-0.959
1.481,-0.672,-0.745,1.005,-0.519,-1.48,0.134,-1.297,-2.125,2.098,0.005,-2.227,-1.047,-0.647,0.085,-0.665,0.625,-0.883,-0.455,-1.04,-1.785,-0.489,-0.025,-0.812,2.551,-0.087,-0.296,1.235,-2.658,0.362,-0.684,-1.125,-0.702,-1.805,2.213,-0.724,-0.195,-0.327,0.716,1.174,1.388,-0.629,0.42,1.521,1.096,0.324,0.392,0.27,-1.664,1.837,-0.124,0.406,-0.79,-0.97,-0.532,-1.05,-0.117,0.362,-0.65,0.38,-0.451,1.353,1.299,-0.573,0.316,-0.087,1.443,0.411,-0.451,-0.793,-0.859,0.557,0.634,0.76,2.941,-0.471,0.323,-0.771,-0.005,-0.404,-0.804,0.156,-0.516,0.121,0.475,0.434,0.856,1.785,0.878,0.548,0.691,1.395,-0.946,0.755,1.356,-0.008,-0.665,-2.681,0.313,0.005
-0.797,-0.897,1.473,1.771,0.09,0.897,0.023,0.509,1.44,1.092,-0.004,0.396,0.456,0.806,1.663,-2.101,0.355,1.051,-1.171,0.677,-1.255,0.13,-0.193,-0.893,1.303,0.594,-1.144,0.507,1.004,1.561,1.311,0.261,1.53,0.477,0.829,0.451,-0.263,-0.083,0.064,-0.665,0.758,-1.594,0.338,-1.041,-1.037,-0.219,-0.238,0.778,-0.035,-0.957,0.635,0.593,-0.893,-1.856,-0.017,-0.128,-0.138,-1.574,1.203,-0.209,-0.574,-0.961,0.405,0.311,0.662,0.151,-0.485,-1.54,-1.608,-0.371,-0.103,0.526,0.516,0.321,-0.74,-0.649,1.071,0.174,1.099,-1.647,0.282,-1.697,0.532,-0.225,0.89,-1.513,-0.716,1.238,-0.934,1.075,-0.929,0.557,-0.5,0.739,0.513,-0.194,2.215,-0.45,-0.285,1.69
-0.479,-1.798,0.273,-1.012,-0.804,0.674,-1.059,0.214,1.324,0.349,-0.027,-2.418,-0.66,0.358,0.327,0.093,0.298,-0.214,-0.768,-0.412,-0.41,0.198,-0.301,-0.665,1.393,1.514,-0.245,0.168,1.214,0.022,-0.219,-0.974,-0.684,0.735,0.627,-0.553,-0.51,-1.142,0.166,-1.039,1.716,-0.773,-1.282,-0.967,-2.155,0.261,-0.029,2.297,-0.45,0.863,-0.202,0.577,1.683,-0.32,-0.935,-0.646,-0.017,0.688,0.803,-1.046,-0.399,0.232,1.885,0.598,0.806,0.784,0.348,-0.875,0.831,0.674,0.955,-1.559,0.727,-0.147,1.54,0.092,-0.185,0.033,1.333,-0.096,-1.648,0.438,1.15,-1.314,-0.697,-0.643,-1.952,1.18,-1.772,0.134,-0.318,0.174,-2.249,-0.85,-1.358,-1.567,-0.477,-1.494,-0.183,-0.109
